principio_activo,unidad_medida,concentracion,unidad_referencia,dosis_toxica_base,sintomas_base,antidoto_manejo_base,estado_validacion
PIRANTEL,,,,SDTE,"Anorexia, cólicos abdominales, náuseas, vómitos, diarrea, cefalea, mareos, somnolencia, insomnio, erupciones.",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
PIRAZINAMIDA,mg,500,TABLETA,40MG/KG,"Anorexia, aumento de transaminasas, hiperuricemia, artralgia. Ocasionalmente: náusea, vómito, diarrea, ictericia, hepatitis, fotodermatitis.",MEDIDAS GENERALES,PENDIENTE_VALIDACION
PIRIDOSTIGMINA,mg,60,TABLETA,SDTE/DMax 360MG/DIA,"Trastornos de la acomodación, mareos, hipersecreción bronquial, espasmo bronquial, espasmo laríngeo, bradicardia hipersalivación, sudoración, incontinencia urinaria, diarrea, calambres abdominales, aumento del peristaltismo.",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
PIRIDOXINA CLOHIDRATO,mg,150,TABLETA RECUBIERTA,>500MG/DIA,Se ha descrito dependencia.,MEDIDAS GENERALES,PENDIENTE_VALIDACION
PIRIMETAMINA,mg,25,TABLETA,SDTE,"Anemia megaloblástica, leucopenia, trombocitopenia; cefaleas, vértigos; vómitos, náuseas, diarrea; erupción cutánea",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
PIRITINOL,mg,600,TABLETA CUBIERTA (GRAGEA),SDTE,"Reacciones alérgicas (particularmente eflorescencia y fiebre), alteraciones del gusto; anormalidades hepáticas; irritabilidad, perturbaciones digestivas; hipertermia; erupciones cutáneas, inclusive con vesiculación.",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
PIROXICAM,mg,20,CAPSULAS,> O = A 60 MG,"NAUSEAS, VOMITOS, HDA, IRA, CEFALEA, ACUFENO, SORDERA, COMA, APNEA TRANSITORIA",MEDIDAS GENERALES,PENDIENTE_VALIDACION
POLIMIXINA B SULFATO,UI,6000,SUSPENSION,>500000 UI,"Reacciones nefrotóxicas (albuminuria, cilindruria, azotemia, aumento de niveles plasmáticos sin aumento de dosis); reacciones neurotóxicas (rubor facial, vértigo que progresa a ataxia, somnolencia, parestesia periférica, apnea, señales de irritación de meninges en uso intratecal: fiebre, dolor de cabeza, cuello rígido y aumento del recuento de células y proteínas en el fluido cerebro espinal).",MEDIDAS GENERALES,PENDIENTE_VALIDACION
POMALIDOMIDA,mg,3,CAPSULA DURA,SDTE,"Neumonía (infecciones bacterianas, víricas y fúngicas), sepsis neutropénica, bronconeumonía, bronquitis, infección del tracto respiratorio, infección del tracto respiratorio superior, nasofaringitis, herpes zóster; neutropenia, trombocitopenia, leucopenia, anemia, neutropenia febril, pancitopenia; estado de confusión; Disminución del nivel de conciencia, neuropatía sensitiva periférica, mareo, temblor, hemorragia intracraneal; vértigo; trombosis venosa profunda; insuf. cardiaca, fibrilación auricular, infarto de miocardio; angioedema, urticaria; disnea, tos, embolia pulmonar, epixtaxis, enf. pulmonar intersticial; diarrea, náuseas, estreñimiento, náuseas, vómitos, hemorragia gastrointestinal; erupción, prurito; dolor óseo, espasmos musculares; I.R., retención urinaria; dolor pélvico; fatiga, pirexia, edema periférico; disminución del recuento de neutrófilos, disminución del recuento de leucocitos, disminución del recuento de plaquetas, aumento de la alanina aminotransferasa, aumento del ácido úrico en sangre. Otras reacciones adversas identificadas después de la evaluación de los datos de farmacovigilancia: rechazo del trasplante de órganos sólidos",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
POSACONAZOL,mg,100,CADA TABLETA GASTRORRESISTENTE,SDTE/DMax 800MG/DIA,"Neutropenia; desequilibrio electrolítico, anorexia, apetito disminuido, hipocalemia, hipomagnesemia; parestesia, mareo, somnolencia, cefalea, disgeusia; hipertensión; náuseas, vómitos, dolor abdominal, diarrea, dispepsia, sequedad de boca, flatulencia, estreñimiento, molestia anorrectal; PFH elevadas; erupción, prurito; pirexia (fiebre), astenia, fatiga.",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
PRAMIPEXOL,mg,3,TABLETA DE LIBERACIÓN PROLONGADA,SDTE,"Sueños anormales, síntomas conductuales de trastornos de control de los impul...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
PRAVASTATINA SODICA,mg,40,CAPSULA DURA,SDTE/DMax 40MG/DIA,"Acontecimientos de interés clínico: dolor músculo esquelético (artralgia, cal...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
PRAZOSINA,mg,1,TABLETA,SDTE/DMax 40MG/DIA,"Depresión, nerviosismo; mareos, somnolencia, dolor de cabeza, síncopes, pérdi...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
PREDNISOLONA,mg,5,TABLETA,SDTE,"Distribución anormal de grasas (obesidad troncal, cara de luna llena, acumula...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
PREDNISONA,mg,50,TABLETA,SDTE,"Signos de hiperactividad adrenal (Síndrome de Cushing) a dosis altas, insuf. ...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
PRIMAQUINA,mg,15,TABLETA,SDTE,"Gastrointestinales: dolor abdominal, anorexia, náuseas y vómitos. Mejoran si ...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
PRIMIDONA,mg,250,TABLETA,>CONCENT >15MCG/ML,"Somnolencia, apatía, alteraciones visuales, náuseas, cefalea, mareo, vómitos,...",MEDIDAS GENERALES,PENDIENTE_VALIDACION
PROGESTERONA,mg,200,CAPSULA DE GELATINA BLANDA,SDTE,Gastrointestinales: Náuseas y vómitos Dolor abdominal Distensión abdominal En...,MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
PROPAFENONA CLORHIDRATO,mg,300,TABLETA RECUBIERTA,>450MG/DIA,"Ansiedad, trastornos del sueño; mareo, cefalea, disgeusia; visión borrosa; tr...",MEDIDAS GENERALES,PENDIENTE_VALIDACION
PROPANOLOL,mg,40,TABLETA,DOSIS MAX 480 MG/DIA-DT >960 MG/DIA,"Choque, Hipotensión, Bradicardia, Bloqueo AV, Broncoespasmo, Hipoglucemia, Co...",GLUCAGON,PENDIENTE_VALIDACION
PROPILTIOURACILO,mg,50,TABLETA,SDTE/DMax 1200MG/DIA,Cardiovasculares: vasculitis como reacción multiorgánica asociada a halla...,MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
PROPINOX CLORHIDRATO,mg,15,AMPOLLA 1,SDTE,"retención urinaria, visión borrosa, taquicardia, dolores de cabeza, mareos, i...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
PROPIONATO DE FLUTICASONA,Ã¦g,50,CADA DOSIS (ACTUACIÓN / ACCIONAMIENTO) SUMINISTRA,SDTE,"Candidiasis orofaríngea, cefalea, ronquera, irritación de garganta, contusion...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
PRUCALOPRIDA,mg,1,TABLETA RECUBIERTA,SDTE,"Apetito disminuido; cefalea, mareo; náuseas, diarrea, dolor abdominal, vómito...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
PSEUDOEFEDRINA CLORHIDRATO,mg,30,CAPSULA BLANDA,>15MG/KG,"Síntomas de excitación del SNC incluidos: nerviosismo, inquietud, trastornos ...",Propranolol IV si hay toxicidad cardiaca; diazepam IV si hay delirio y convul...,PENDIENTE_VALIDACION
QUETIAPINA,mg,25,TABLETAS RECUBIERTAS,>15MG/KG,"RIGIDEZ MUSCULAR, FIEBRE, DIAFORESIS, DISFAGIA, TEMBLOR, INCONTINENCIA, CONFU...",DANTROLENO,PENDIENTE_VALIDACION
RALTEGRAVIR,mg,25,TABLETA MASTICABLE,SDTE,SINTOMAS GENERALES,MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
RANITIDINA,mg,150,TABLETA RECUBIERTA,42MG/KG,"Poco frecuentes: dolor abdominal, estreñimiento, náuseas (estos síntomas mejo...",MEDIDAS GENERALES,PENDIENTE_VALIDACION
RANOLAZINA,mg,500,TABLETA,SDTE,"Mareos, cefalea; estreñimiento, vómitos, náuseas; astenia.",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
RASAGILINA,mg,1,COMPRIMIDO,SDTE,"Influenza; carcinoma de piel; leucopenia; alergia; depresión, alucinaciones; ...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
RETINOL (PALMITATO DE VITAMINA A),UI,50000,CAPSULA DE GELATINA BLANDA,RAM >100000 UI,"A dosis altas y/o periodos prolongados: anemia, hipoprotrombinemia y neutrope...",MEDIDAS GENERALES,PENDIENTE_VALIDACION
RIBOCICLIB,mg,200,TABLETA RECUBIERTA,SDTE,"Reacciones alérgicas y anafilaxia: Urticaria, Prurito, angioedema, disnea, Sh...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
RIBOFLAVINA,mg,10,TABLETA RECUBIERTA,SDTE,Colorea la orina de amarillo-naranja.,MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
RIFAMPICINA,mg,300,TABLETA RECUBIERTA,SDTE,"Poco frecuentes: anorexia, náuseas, vómitos, molestias abdominales, diarrea.",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
RIFAXIMINA,mg,200,TABLETA RECUBIERTA,SDTE,"Mareo, cefalea, estreñimiento, dolor y distensión abdominal, diarrea, flatule...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
RILPIRIVINA,mg,25,TABLETA RECUBIERTA,SDTE,SINTOMAS GENERALES,MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
RILUZOL,mg,50,TABLETA RECUBIERTA,SDTE,"Cefalea, mareos, parestesia oral, somnolencia; taquicardia; náuseas, diarrea,...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
RIOCIGUAT,mg,1.5,TABLETA RECUBIERTA,SDTE,SINTOMAS GENERALES,MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
RISPERIDONA,mg,1,TABLETA RECUBIERTA,0.2MG/KG-2 VECES LA DOSIS TERAPEUTICA MAX,"RIGIDEZ MUSCULAR, FIEBRE, DIAFORESIS, DISFAGIA, TEMBLOR, INCONTINENCIA, CONFU...",DANTROLENO,PENDIENTE_VALIDACION
RITONAVIR,mg,100,TABLETA RECUBIERTA,SDTE,SINTOMAS GENERALES,MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
RIVAROXABAN,mg,10,TABLETA RECUBIERTA,SDTE,"Anemia; mareos, cefalea; hemorragia ocular; hipotensión, hematoma; epistaxis,...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
RIVASTIGMINA,mg,4.5,CADA CAPSULA DE GELATINA DURA,>0.35MG/KG,"Anorexia; agitación, confusión, ansiedad, mareos, somnolencia, temblor, dolor...",ATROPINA,PENDIENTE_VALIDACION
ROCIVERINA,mg,10,TABLETA CUBIERTA (GRAGEA),SDTE,"Manifestaciones de tipo atropínico (sequedad en la boca, midriasis, taquicard...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
ROFLUMILAST,mcg,500,TABLETA RECUBIERTA,SDTE,"Pérdida de peso y de apetito; insomnio; cefalea; diarrea, náuseas, dolor abdo...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
ROSUVASTATINA,mg,20,TABLETA,SDTE/DMax40 MG/DIA,"Diabetes mellitus; cefalea, mareos; estreñimiento, náuseas, dolor abdominal; ...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
RUFINAMIDA,mg,200,TABLETA RECUBIERTA,>45MG/KG/DIA,"Neumonía, gripe, nasofaringitis, infección de oído, sinusitis, rinitis; anore...",MEDIDAS GENERALES,PENDIENTE_VALIDACION
RUPATADINA,mg,10,TABLETA,120MG/KG/DIA,SINTOMAS GENERALES,MEDIDAS GENERALES,PENDIENTE_VALIDACION
RUTINA,mg,10,CAPSULA BLANDA,FLAVONOIDE-SDTE-PERO TOXICA EN DOSIS SUPRATERAPUTICAS,"Puede presentarse diarrea leve y transitoria, náusea y reacciones de hipersen...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
RUXOLITINIB,mg,15,TABLETA,SDTE,"Reacciones alérgicas y anafilaxia: Urticaria, Prurito, angioedema, disnea, Sh...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
SACUBITRIL VALSARTAN,mg,100,TABLETA,>15MG/KG/DIA,"Anemia; hiperpotasemia, hipopotasemia, hipoglucemia, hipoglucemia; mareo, cef...",MEDIDAS GENERALES,PENDIENTE_VALIDACION
SAFINAMIDA,mg,100,TABLETAS RECUBIERTAS,SDTE,"Insomnio; discinesia, somnolencia, mareos, cefaleas, parkinson; catarata; hip...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
SALMETEROL,mcg,50,CADA CÁPSULA DE GELATINA DURA CON POLVO PARA INHALACIÓN,SDTE,"palpitaciones, taquicardia, temblores, nerviosismo, dolor de cabeza, mareos, ...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
SECNIDAZOL,g,1,TABLETA CUBIERTA,SDTE/DMax 2 G/DIA,"Trastornos digestivos como náuseas, gastralgias, modificación del gusto (metá...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
SELEXIPAG,mcg,1200,CADA TABLETA RECUBIERTA,SDTE,"Anemia, disminución de Hb; hipertiroidismo, disminución de la tirotropina; di...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
SEMAGLUTIDA,mg,3,TABLETA,SDTE,"Hipoglucemia cuando se utiliza con insulina, sulfonilurea u otros antidiabéti...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
SERTRALINA,mg,100,TABLETA RECUBIERTA,>1000 MG,"NAUSEAS, VOMITOS, SEDACION, TEMBLOR, TAQUICARDIA, HIPERTENSION, - HIPOTENSION...",CIPROHEPTADINA,PENDIENTE_VALIDACION
SEVELAMER CLORHIDRATO,mg,800,TABLETA CUBIERTA,EST. CLIN. CON 14 G SIN TOXICIDAD,"Náuseas, vómitos, dolor en la parte superior del abdomen, estreñimiento, diar...",MEDIDAS GENERALES,PENDIENTE_VALIDACION
SILDENAFILO,mg,50,TABLETAS RECUBIERTAS,3MG/KG,"Celulitis, gripe, bronquitis, rinitis, gastroenteritis, sinusitis; anemia; re...",MEDIDAS GENERALES,PENDIENTE_VALIDACION
SILIMARINA,mg,150,CAPSULA DURA,873 MG/KG,"Poco frecuentes: gastralgias, diarreas.",MEDIDAS GENERALES,PENDIENTE_VALIDACION
SILODOSINA,mg,4,CÁPSULA DURA,SDTE,"Eyaculación retrógrada, aneyaculación; mareo; hipotensión ortostática; conges...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
SIMETICONA,mg,120,TABLETA RECUBIERTA,SDTE/DMax 500MG/DIA,"Frecuencia desconocida: náuseas, estreñimiento, dolor abdominal, erupción cut...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
SIMVASTATINA,mg,40,TABLETARECUBIERTA,SDTE,"Mialgia, aumentos en las transaminasas séricas y CK; reacción anafiláctica",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
SITAGLIPTINA,mg,25,COMPRIMIDO RECUBIERTO,SDTE/NO TOX CON 800 MG/DU,"Hipoglucemia, dolor de cabeza. Además, con frecuencia rara: trombocitopenia.",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
SOFOSBUVIR,mg,400,TABLETA,SDTE,"Anemia; disminución del apetito; insomnio, depresión; cefalea, alteraciones d...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
SOLIFENACINA,mg,5,TABLETAS RECUBIERTAS,SDTE,"Visión borrosa; sequedad de boca, estreñimiento, náuseas, dispepsia, dolor ab...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
SOMATOTROPINA,mg,12,CÁRPULA,SDTE,"Formación de anticuerpos; edema, edema periférico; rigidez musculoesquelética...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
SORAFENIB,mg,200,TABLETA RECUBIERTA,SDTE-DMax 800MG/DIA,"Reacciones alérgicas y anafilaxia: Urticaria, Prurito, angioedema, disnea, Sh...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
SOTALOL,mg,80,TABLETAS,DOSIS MAX 480 MG/DIA-DT >960 MG/DIA,"Choque, Hipotensión, Bradicardia, Bloqueo AV, Broncoespasmo, Hipoglucemia, Co...",GLUCAGON,PENDIENTE_VALIDACION
SUBSALICILATO DE BISMUTO,mg,262,TABLETA MASTICABLE,>150MG/KG,"Constipación intestinal, causa oscurecimiento temporal de la lengua y las eva...",MEDIDAS GENERALES,PENDIENTE_VALIDACION
SUCRALFATO,g,1,TABLETA,SDTE,ESTREÑIMIENTO,MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
SULBUTIAMINA,mg,200,TABLETA RECUBIERTA,SDTE,"Excitación, trastornos gástricos y del sueño, cefaleas, reacciones cutáneas d...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
SULFADIAZINA,mg,500,TABLETA,1.7 G/KG,"Náuseas, vómitos. Ocasionalmente: depresión, alucinación, confusión, psicosis...",MEDIDAS GENERALES,PENDIENTE_VALIDACION
SULFADOXINA,mg,500,TABLETA,SDTE,"prurito, urticaria, dermatitis exfoliativa, necrólisis epidérmica tóxica, eri...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
SULFAMETIZOL,mg,500,CAPSULA DURA,SDTE,SINTOMAS GENERALES,MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
SULFAMETOXAZOL,mg,800,TABLETA,SDTE,"Candidiasis; hiperpotasemia; dolor de cabeza; náuseas, diarrea; erupciones cu...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
SULFASALAZINA,mg,500,TABLETA CONCUBIERTA ENTERICA (GRAGEA),SDTE,"Náuseas, pérdida de apetito, alteraciones gástricas, dolor abdominal, alterac...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
SULFATO DE MAGNESIO,mg,71,CAPSULA BLANDA,4 MEQ/L,"hipotensión, rubor; sensación de calor, hipotermia y dolor en el punto de iny...",Gluconato de calcio,PENDIENTE_VALIDACION
SULFATO DE MANGANESO,mg,1.8,TABLETA RECUBIERTA,SDTE,SINTOMAS GENERALES,Gluconato de calcio,SIN_DOSIS_TOXICA_ESPECIFICA
SULFATO DE POTASIO,mg,18,CAPSULA DE GELATINA BLANDA,6.6 G/KG,"Sistema digestivo: nauseas, vómitos, diarrea, malestar abdominal; hiperkalemia.",Solución despolarizante/HEMODIALISIS,PENDIENTE_VALIDACION
SULFATO DE ZINC,mg,684393,CAPSULA BLANDA,>800 MG /DIA,"Después de una administración prolongada, el sulfato de zinc puede provocar d...",Pentetato de trisodio cálcico O D-penicilamina,PENDIENTE_VALIDACION
SULFATO FERROSO,mg,200,TABLETA RECUBIERTA,20-30 MG/KG,"Estreñimiento, diarrea, distensión abdominal, dolor abdominal, cambios en el ...",DEFEROXAMINA,PENDIENTE_VALIDACION
SULPIRIDA,mg,200,TABLETA,>25MG/KG,"Hiperprolactinemia; insomnio; sedación o somnolencia, trastorno extrapiramida...",MEDIDAS GENERALES,PENDIENTE_VALIDACION
SULTAMICILINA,mg,375,TABLETA,SDTE,"Diarrea, mareo, disnea, náuseas, vómitos, dolor epigástrico, melenas, dolor y...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
SUMATRIPTAN,mg,100,TABLETA RECUBIERTA,SDTE/DMax 100MG/DIA,"Mareo, somnolencia, perturbaciones sensoriales incluyendo parestesia e hipoes...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
SUNITINIB,mg,37.5,CAPSULA DURA,SDTE,"Reacciones alérgicas y anafilaxia: Urticaria, Prurito, angioedema, disnea, Sh...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
SUVOREXANT,mg,20,TABLETA RECUBIERTA,>325 MG/KG,"somnolencia, disminución de la agudeza mental y problemas de coordinación",MEDIDAS GENERALES,PENDIENTE_VALIDACION
TACROLIMUS,mg,1,CÁPSULA DE LIBERACIÓNPROLONGADA,CONCENT. >15 ng/mL,"Alteración isquémica de arterias coronarias, taquicardia; anemia, leucopenia,...",MEDIDAS GENERALES,PENDIENTE_VALIDACION
TADALAFILO,mg,5,TABLETAS RECUBIERTAS,SDTE,"Reacciones de hipersensibilidad; cefalea,síncope, migraña; visión borrosa; do...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
TALAZOPARIB,mg,0.25,CÁPSULA DURA,SDTE,"Reacciones alérgicas y anafilaxia: Urticaria, Prurito, angioedema, disnea, Sh...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
TAMOXIFENO,mg,20,TABLETA RECUBIERTA,> O = 180 MG/DIA,"Sofocos; ACV isquémicos, tromboembolismo venoso, trombosis venosa profunda, e...",MEDIDAS GENERALES,PENDIENTE_VALIDACION
TAMSULOSINA CLORHIDRATO,mg,0.4,CÁPSULA DE LIBERACIÓN MODIFICADA,>43 MG/KG/DIA,"Mareo; alteraciones de la eyaculación, incluyendo eyaculación retrógrada e in...",MEDIDAS GENERALES,PENDIENTE_VALIDACION
TAPENTADOL,mg,150,TABLETA DE LIBERACION PROLONGADA,DT >150MG/DIA,"Mareos, somnolencia, cefalea, alteraciones en la atención, temblores, contrac...",NALOXONA SOLO SI DIF RESP,PENDIENTE_VALIDACION
TELMISARTAN,mg,40,TABLETA,SDTE/DMax 80-120 MG/DIA,"Anemia; mareos, vértigo; hipotensión; alteración renal, fallo renal; astenia,...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
TEMOZOLAMIDA,mg,100,CAPSULA,100MG/M2,"Infección, candidiasis oral; neutropenia febril, trombocitopenia, anemia; leu...",MEDIDAS GENERALES,PENDIENTE_VALIDACION
TENOFOVIR,mg,25,POR CADA TABLETA RECUBIERTA,SDTE,SINTOMAS GENERALES,MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
TEOFILINA ANHIDRA,mg,300,CAPSULA DURA,DT CONCENT. >20MCG/mL,"Taquicardia y arritmia, palpitaciones, hipotensión; náuseas, vómitos, diarrea...",MEDIDAS GENERALES,PENDIENTE_VALIDACION
TERAZOSINA,mg,5,TABLETA,SDTE,"Astenia, cefalea; palpitaciones, hipotensión postural, síncope, taquicardia; ...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
TERBINAFINA,mg,250,TABLETAS,SDTE,"Cefalea, hipogeusia, ageusia, mareo; alteración visual; distensión abdominal,...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
TERBUTALINA SULFATO,mg,2.5,TABLETA,>1MG/KG,"Taquicardia, palpitaciones, calambres musculares, cefalea, temblor.","B-BLOQUEADOR CARDIOSELECTIVO (ATENOLOL, METOPROLOL)",PENDIENTE_VALIDACION
TERIFLUNOMIDA,mg,14,TABLETA RECUBIERTA,SDTE,"Gripe, infección del tracto respiratorio superior, infección del tracto urina...",colestiramina,SIN_DOSIS_TOXICA_ESPECIFICA
TESTOSTERONA UNDECANOATO,mg,40,CÁPSULA DE GELATINA BLANDA,SDTE,"Sol. iny.: policitemia, aumento del hematocrito, aumento del recuento de erit...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
TETRABENAZINA,mg,25,TABLETA RECUBIERTA,SDTE,"Depresión, ansiedad, insomnio, confusiín; somnolencia (con dosis más altas), ...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
TETRACICLINA,mg,150,CAPSULA,SDTE/RAM >2G/DIA,"Lagrimación, ardor transitorio, sensación de cuerpo extraño, crecimiento exag...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
TIAMINA CLORHIDRATO,mg,300,TABLETA RECUBIERTA,13G/KG,"Reacciones alérgicas y anafilácticas, reacciones de hipersensibilidad con sus...",MEDIDAS GENERALES,PENDIENTE_VALIDACION
TIBOLONA,mg,2.5,TABLETA,SDTE,"Dolor abdominal bajo; crecimiento anormal del pelo; flujo vaginal, engrosamie...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
TICAGRELOR,mg,60,TABLETA RECUBIERTA,RAM >900 MG/DIA,"Hemorragias por trastornos sanguíneos; hiperuricemia, gota/artritis gotosa; m...",MEDIDAS GENERALES,PENDIENTE_VALIDACION
TINIDAZOL,g,1,TABLETA,RAM >3 G/DIA,"Náuseas, vómitos, diarrea, anorexia, sabor metálico, erupción cutánea, prurit...",MEDIDAS GENERALES,PENDIENTE_VALIDACION
TIOCOLCHICOSIDO,mg,8,TABLETA,>3MG/KG/DIA,SINTOMAS GENERALES,MEDIDAS GENERALES,PENDIENTE_VALIDACION
TIOGUANINA,mg,40,COMPRIMIDO,SDTE,SINTOMAS GENERALES,MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
TIOTROPIO,mcg,18,CÁPSULA DURA SIN IMPRESIÓN. CON TAPA COLOR VERDE CLARO Y CUERPO TRANS...,SDTE,SINTOMAS GENERALES,MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
TIROSINA,mg,30,TABLETA RECUBIERTA CON PELÍCULA,SDTE,SINTOMAS HIPERTIROIDISMO,MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
TIZANIDINA,mg,2,CAPSULA,>16MG/KG/DIA,"Somnolencia, mareos; bradicardia; hipotensión; sequedad de boca; fatiga; dism...",MEDIDAS GENERALES,PENDIENTE_VALIDACION
TOFACITINIB,mg,10,TABLETA RECUBIERTA REDONDA DE COLOR AZUL GRABADA CON EL TEXTO PFIZER EN UNA C...,SDTE,"Reacciones alérgicas y anafilaxia: Urticaria, Prurito, angioedema, disnea, Sh...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
TOLTERODINA L-TARTRATO,mg,4,CAPSULA DURA DE LIBERACION PROLONGADA,>12.8 MG/DU,"Bronquitis, sinusitis; mareos, somnolencia, parestesias, dolor de cabeza; seq...",MEDIDAS GENERALES,PENDIENTE_VALIDACION
TOPIRAMATO,mg,25,TABLETA RECUBIERTA,>10MG/KG,"Disminución o aumento de peso; anemia; parestesia, somnolencia, mareo, altera...",MEDIDAS GENERALES,PENDIENTE_VALIDACION
TRAMADOL,mg,50,TABLETA DE LIBERACION PROLONGADA,>500 MG,"Triada: Miosis (pupilas puntiformes), Depresión respiratoria, Coma hipoxia y ...",NALOXONA,PENDIENTE_VALIDACION
TRAMETINIB DIMETILSULFOXIDO,mg,2,TABLETA RECUBIERTA,SDTE,"Reacciones alérgicas y anafilaxia: Urticaria, Prurito, angioedema, disnea, Sh...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
TRANDOLAPRIL,mg,2,TABLETADE LIBERACIÓN SOSTENIDA,SDTE/DMax 16 MG DIA (EST. CLIN.),"Mareo, cefalea; tos; astenia; hipotensión.",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA
